block_id,status,n_targets,n_pending_at_start,n_saved_this_run,elapsed_minutes,message
2025_HARP12703_20250207_2048_20250208_1912,completed,15,15,15,12.279,success
2025_HARP12708_20250208_1412_20250209_1236,completed,15,15,15,12.742,success
2025_HARP12712_20250209_1000_20250209_1624,completed,5,5,5,9.536,success
2025_HARP12712_20250209_1936_20250210_1624,completed,14,14,14,11.92,success
2025_HARP12708_20250210_1100_20250211_0924,completed,15,15,15,12.155,success
2025_HARP12713_20250210_2300_20250211_2124,completed,15,15,15,12.06,success
2025_HARP12712_20250211_1936_20250212_1624,completed,14,14,14,13.656,success
2025_HARP12713_20250211_2300_20250212_2148,completed,15,15,15,18.96,success
2025_HARP12712_20250212_2000_20250213_1824,completed,15,15,15,13.942,success
2025_HARP12752_20250213_1324_20250214_1148,completed,15,15,15,11.354,success
2025_HARP12765_20250213_1948_20250214_1812,completed,15,15,15,11.794,success
2025_HARP12713_20250213_2324_20250214_0548,completed,5,5,5,8.971,success
2025_HARP12752_20250214_1324_20250215_1148,completed,15,15,15,11.644,success
2025_HARP12765_20250214_1948_20250214_2300,completed,3,3,3,7.509,success
2025_HARP12752_20250215_1324_20250216_1148,completed,15,15,15,11.116,success
2025_HARP12733_20250216_0948_20250217_0812,completed,15,15,15,14.981,success
2025_HARP12732_20250216_1812_20250216_2124,completed,3,3,3,8.851,success
2025_HARP12732_20250217_0036_20250217_2300,completed,15,15,15,14.467,success
2025_HARP12733_20250217_0948_20250218_0812,completed,15,15,15,14.789,success
2025_HARP12755_20250218_0324_20250219_0148,completed,15,15,0,13.527,15 sample errors retained for retry
2025_HARP12768_20250218_2312_20250219_2148,completed,15,15,15,21.067,success
2025_HARP12768_20250219_2324_20250220_2148,completed,15,15,15,14.624,success
2025_HARP12793_20250220_1624_20250220_1624,completed,1,1,1,7.869,success
2025_HARP12793_20250220_1936_20250221_1624,completed,14,14,14,12.203,success
2025_HARP12755_20250221_1936_20250221_2112,completed,2,2,2,8.021,success
2025_HARP12768_20250221_2324_20250222_2148,completed,15,15,15,14.806,success
2025_HARP12807_20250222_1236_20250223_1100,completed,15,15,15,11.509,success
2025_HARP12768_20250222_2324_20250223_1524,completed,11,11,11,11.967,success
2025_HARP12793_20250223_1936_20250224_1624,completed,14,14,14,11.625,success
2025_HARP12798_20250224_1336_20250225_1200,completed,15,15,15,12.55,success
2025_HARP12810_20250225_0100_20250225_2324,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP12798_20250225_2000_20250226_0536,completed,7,7,7,9.648,success
2025_HARP12810_20250226_0100_20250226_0412,completed,3,3,3,7.607,success
2025_HARP12798_20250226_2100_20250227_1936,completed,14,14,14,25.141,success
2025_HARP12810_20250227_0512_20250227_1136,completed,5,5,5,9.507,success
2025_HARP12810_20250227_1612_20250228_1500,completed,15,15,15,18.383,success
2025_HARP12798_20250227_2112_20250228_1624,completed,13,13,13,11.362,success
2025_HARP12808_20250228_0500_20250301_0324,completed,15,15,0,14.375,15 sample errors retained for retry
2025_HARP12798_20250228_1936_20250301_0200,completed,5,5,5,9.749,success
2025_HARP12808_20250301_0500_20250302_0324,completed,15,15,0,13.786,15 sample errors retained for retry
2025_HARP12806_20250302_0448_20250302_1600,completed,8,8,8,11.181,success
2025_HARP12808_20250302_1300_20250303_1124,completed,15,15,0,13.73,15 sample errors retained for retry
2025_HARP12808_20250303_1436_20250303_1748,completed,3,3,0,14.883,3 sample errors retained for retry
2025_HARP12865_20250303_2136_20250304_2000,completed,15,15,15,11.57,success
2025_HARP12865_20250304_2136_20250305_0048,completed,3,3,3,7.117,success
2025_HARP12853_20250305_2136_20250306_2000,completed,15,15,15,14.725,success
2025_HARP12861_20250306_1136_20250306_1624,completed,4,4,4,9.943,success
2025_HARP12853_20250306_2136_20250307_2000,completed,15,15,15,14.521,success
2025_HARP12861_20250307_1936_20250307_2112,completed,2,2,2,7.308,success
2025_HARP12853_20250308_0100_20250308_2324,completed,15,15,15,15.07,success
2025_HARP12861_20250309_0036_20250309_2300,completed,15,15,15,11.609,success
2025_HARP12873_20250309_1100_20250310_0924,completed,15,15,15,11.58,success
2025_HARP12861_20250310_0036_20250310_1636,completed,11,11,11,10.804,success
2025_HARP12873_20250310_1100_20250311_0924,completed,15,15,15,11.466,success
2025_HARP12861_20250310_1948_20250310_2148,completed,2,2,2,13.33,success
2025_HARP12879_20250311_0400_20250312_0248,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP12888_20250311_1100_20250312_0948,completed,15,15,15,20.819,success
2025_HARP12879_20250312_0424_20250312_0424,completed,1,1,1,7.142,success
2025_HARP12873_20250312_1124_20250312_2136,error,7,,0,,RuntimeError('Downloaded 211 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP12885_20250312_1624_20250312_1624,completed,1,1,1,7.363,success
2025_HARP12879_20250312_2100_20250313_1924,completed,15,15,15,14.638,success
2025_HARP12889_20250313_0800_20250314_0624,completed,15,15,15,15.268,success
2025_HARP12885_20250313_2012_20250314_0412,completed,6,6,6,9.558,success
2025_HARP12869_20250314_0224_20250314_0536,completed,3,3,3,7.521,success
2025_HARP12879_20250314_0848_20250315_0712,completed,15,15,15,12.91,success
2025_HARP12885_20250314_0936_20250315_0800,completed,15,15,15,13.704,success
2025_HARP12906_20250314_1524_20250315_1348,completed,15,15,15,12.069,success
2025_HARP12879_20250315_0848_20250315_1512,completed,5,5,5,9.555,success
2025_HARP12893_20250315_1236_20250316_1100,completed,15,15,15,15.49,success
2025_HARP12906_20250315_1524_20250316_1348,completed,15,15,15,11.631,success
2025_HARP12893_20250316_1236_20250317_1100,completed,15,15,15,14.561,success
2025_HARP12930_20250316_1400_20250317_0424,completed,10,10,10,10.636,success
2025_HARP12889_20250317_0212_20250317_1148,completed,7,7,7,11.878,success
2025_HARP12893_20250317_1236_20250318_1100,completed,15,15,15,15.238,success
2025_HARP12889_20250317_1500_20250318_0212,completed,8,8,8,10.972,success
2025_HARP12933_20250317_1936_20250318_1624,completed,14,14,14,11.32,success
2025_HARP12907_20250318_0736_20250318_2024,completed,9,9,9,12.799,success
2025_HARP12893_20250318_1236_20250318_1724,completed,4,4,4,9.966,success
2025_HARP12933_20250318_1936_20250318_1936,completed,1,1,1,6.795,success
2025_HARP12893_20250318_2036_20250318_2036,completed,1,1,1,7.488,success
2025_HARP12907_20250318_2348_20250319_1724,completed,12,12,12,14.439,success
2025_HARP12923_20250319_0224_20250320_0100,completed,15,15,15,21.805,success
2025_HARP12955_20250319_1948_20250320_1812,completed,15,15,15,11.402,success
2025_HARP12933_20250320_0224_20250321_0048,completed,15,15,15,12.432,success
2025_HARP12955_20250320_1948_20250321_1812,completed,15,15,15,11.097,success
2025_HARP12933_20250321_0224_20250322_0048,completed,15,15,15,11.596,success
2025_HARP12941_20250321_1712_20250322_0424,completed,8,8,8,10.785,success
2025_HARP12907_20250321_2048_20250322_1424,completed,12,12,12,13.88,success
2025_HARP12923_20250322_0236_20250323_0100,completed,15,15,15,13.11,success
2025_HARP12923_20250323_0236_20250323_1212,completed,7,7,7,10.674,success
2025_HARP12941_20250324_0736_20250325_0424,completed,14,14,14,12.22,success
2025_HARP12941_20250325_0736_20250326_0000,completed,11,11,11,20.144,success
2025_HARP12962_20250325_1124_20250326_1012,completed,15,15,15,21.529,success
2025_HARP12962_20250326_1148_20250326_2200,error,7,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP12962_20250327_0112_20250327_0424,completed,3,3,3,8.596,success
2025_HARP12962_20250327_0736_20250328_0424,completed,14,14,14,12.983,success
2025_HARP12961_20250328_0212_20250329_0036,completed,15,15,0,13.657,15 sample errors retained for retry
2025_HARP12961_20250329_0212_20250329_0212,completed,1,1,0,7.367,1 sample errors retained for retry
2025_HARP12961_20250329_0524_20250329_1812,completed,9,9,0,10.126,9 sample errors retained for retry
2025_HARP12961_20250329_2124_20250329_2300,completed,2,2,0,8.12,2 sample errors retained for retry
2025_HARP12961_20250330_2300_20250331_1812,completed,13,13,0,13.583,13 sample errors retained for retry
2025_HARP13011_20250331_1948_20250401_1636,completed,14,14,14,11.193,success
2025_HARP12961_20250401_0036_20250401_0036,completed,1,1,0,8.226,1 sample errors retained for retry
2025_HARP12997_20250401_0924_20250401_1724,completed,6,6,6,10.302,success
2025_HARP12993_20250402_0236_20250402_1212,completed,7,7,7,10.68,success
2025_HARP13011_20250402_0312_20250402_1112,completed,6,6,6,8.459,success
2025_HARP13004_20250402_0924_20250402_1236,completed,3,3,3,8.905,success
2025_HARP12993_20250402_2000_20250402_2000,completed,1,1,1,6.836,success
2025_HARP13009_20250402_2024_20250402_2336,completed,3,3,3,8.434,success
2025_HARP12997_20250403_0036_20250403_2312,completed,15,15,15,20.653,success
2025_HARP13004_20250403_0248_20250403_0424,completed,2,2,2,7.915,success
2025_HARP13004_20250403_0736_20250404_0612,completed,15,15,15,22.152,success
2025_HARP13011_20250403_2048_20250404_1912,completed,15,15,15,13.371,success
2025_HARP12993_20250404_0236_20250404_1348,completed,8,8,8,10.743,success
2025_HARP13009_20250404_0748_20250405_0612,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP13011_20250404_2048_20250405_0624,error,7,,0,,DrmsExportError(' [status=4]')
2025_HARP13004_20250405_0748_20250406_0612,error,15,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP13024_20250405_1424_20250406_1248,completed,15,15,15,12.079,success
2025_HARP13030_20250406_0936_20250407_0800,completed,15,15,15,11.381,success
2025_HARP13030_20250407_0936_20250407_1600,completed,5,5,5,9.155,success
2025_HARP13024_20250407_1936_20250408_1624,completed,14,14,14,12.249,success
2025_HARP13053_20250408_0548_20250408_1524,completed,7,7,7,10.17,success
2025_HARP13024_20250408_2000_20250408_2312,completed,3,3,3,7.161,success
2025_HARP13030_20250409_0224_20250409_1200,completed,7,7,7,9.989,success
2025_HARP13053_20250409_1936_20250409_2248,completed,3,3,3,8.148,success
2025_HARP13053_20250410_0200_20250410_0824,completed,5,5,5,10.684,success
2025_HARP13036_20250410_2000_20250411_1824,completed,15,15,15,11.639,success
2025_HARP13035_20250411_1100_20250412_0924,completed,15,15,15,12.688,success
2025_HARP13044_20250412_0124_20250412_2348,completed,15,15,15,14.356,success
2025_HARP13036_20250412_2000_20250413_1824,completed,15,15,15,11.513,success
2025_HARP13035_20250413_1100_20250413_1100,completed,1,1,1,7.958,success
2025_HARP13044_20250413_1412_20250414_1236,completed,15,15,15,14.921,success
2025_HARP13036_20250413_2136_20250414_0848,completed,8,8,8,10.524,success
2025_HARP13044_20250414_1412_20250414_1724,completed,3,3,3,7.758,success
2025_HARP13035_20250414_2036_20250414_2348,completed,3,3,3,8.701,success
2025_HARP13056_20250414_2036_20250414_2348,completed,3,3,3,9.298,success
2025_HARP13056_20250415_0300_20250415_1100,completed,6,6,6,10.053,success
2025_HARP13102_20250415_1048_20250415_1048,completed,1,1,1,7.298,success
2025_HARP13102_20250415_1836_20250415_2336,completed,4,4,4,14.827,success
2025_HARP13078_20250416_0148_20250416_1436,completed,9,9,9,11.007,success
2025_HARP13102_20250416_0736_20250416_1400,completed,5,5,5,9.356,success
2025_HARP13056_20250416_2300_20250417_1648,completed,12,12,12,20.049,success
2025_HARP13078_20250417_0736_20250417_1536,completed,6,6,6,10.229,success
2025_HARP13078_20250418_0148_20250418_1748,completed,11,11,11,10.9,success
2025_HARP13102_20250418_0736_20250418_1848,completed,8,8,8,10.456,success
2025_HARP13091_20250419_0036_20250419_2300,completed,15,15,15,14.076,success
2025_HARP13102_20250419_0736_20250419_1712,completed,7,7,7,10.715,success
2025_HARP13104_20250420_0748_20250420_2212,completed,10,10,10,11.04,success
2025_HARP13091_20250421_0036_20250421_0036,completed,1,1,1,7.67,success
2025_HARP13091_20250421_0348_20250422_0036,completed,14,14,14,12.99,success
2025_HARP13108_20250421_0736_20250421_2200,completed,10,10,10,10.429,success
2025_HARP13108_20250422_0112_20250422_0424,completed,3,3,3,8.044,success
2025_HARP13091_20250422_0348_20250423_0212,completed,15,15,15,13.339,success
2025_HARP13105_20250422_1700_20250422_1700,completed,1,1,1,6.771,success
2025_HARP13108_20250423_0112_20250423_0424,completed,3,3,3,8.443,success
2025_HARP13105_20250423_0236_20250423_2212,completed,13,13,13,18.086,success
2025_HARP13108_20250423_0736_20250424_0624,completed,15,15,15,21.219,success
2025_HARP13123_20250423_1948_20250424_0036,completed,4,4,4,8.664,success
2025_HARP13104_20250424_0148_20250424_2100,completed,13,13,13,10.993,success
2025_HARP13123_20250424_0348_20250425_0212,completed,15,15,15,13.239,success
2025_HARP13118_20250424_1936_20250425_0824,error,9,,0,,RuntimeError('Downloaded 94 Å segment does not cover all target timestamps within 180 seconds.')
2025_HARP13105_20250425_0124_20250425_0748,completed,5,5,5,8.383,success
2025_HARP13108_20250425_0800_20250425_1424,completed,5,5,5,10.042,success
2025_HARP13142_20250425_1300_20250426_1124,completed,15,15,15,12.676,success
2025_HARP13117_20250425_2224_20250426_2048,completed,15,15,15,13.131,success
2025_HARP13123_20250425_2300_20250426_2124,completed,15,15,15,11.964,success
2025_HARP13133_20250426_1248_20250427_1200,completed,15,15,15,17.686,success
2025_HARP13118_20250426_1936_20250427_1848,completed,15,15,15,22.58,success
2025_HARP13117_20250426_2224_20250427_1824,completed,13,13,13,19.61,success
2025_HARP13144_20250427_0536_20250427_1736,completed,8,8,8,14.495,success
2025_HARP13133_20250427_1336_20250427_1824,completed,4,4,4,7.094,success
2025_HARP13117_20250428_0148_20250428_2136,completed,13,13,13,18.884,success
2025_HARP13142_20250428_0200_20250428_2148,completed,13,13,13,20.05,success
2025_HARP13159_20250428_0212_20250428_0348,completed,2,2,2,7.081,success
2025_HARP13144_20250428_0236_20250428_1736,completed,10,10,10,17.632,success
2025_HARP13159_20250428_0736_20250429_0424,completed,14,14,14,11.191,success
2025_HARP13147_20250428_1100_20250429_0924,completed,15,15,15,14.623,success
2025_HARP13144_20250428_2048_20250428_2224,completed,2,2,2,6.857,success
2025_HARP13133_20250429_0048_20250429_2000,completed,13,13,13,11.17,success
2025_HARP13144_20250429_0136_20250429_1736,completed,11,11,11,10.761,success
2025_HARP13147_20250429_1100_20250429_1724,completed,5,5,5,10.532,success
2025_HARP13147_20250429_2036_20250430_1724,completed,14,14,14,13.867,success
2025_HARP13133_20250430_0048_20250430_2324,completed,15,15,15,18.706,success
2025_HARP13144_20250430_0312_20250501_0148,completed,15,15,15,20.139,success
2025_HARP13145_20250430_1948_20250430_2124,completed,2,2,2,7.735,success
2025_HARP13145_20250501_0036_20250501_2124,completed,14,14,14,12.974,success
2025_HARP13147_20250501_1424_20250502_1248,completed,15,15,15,14.481,success
2025_HARP13147_20250502_1424_20250503_0312,completed,9,9,9,10.715,success
2025_HARP13171_20250502_2236_20250503_0012,completed,2,2,2,8.751,success
