model,fit_seconds,selected_threshold,calibration_raw.roc_auc,calibration_raw.pr_auc,calibration_raw.brier,calibration_raw.log_loss,calibration_calibrated.roc_auc,calibration_calibrated.pr_auc,calibration_calibrated.brier,calibration_calibrated.log_loss,threshold_holdout_probability_metrics.roc_auc,threshold_holdout_probability_metrics.pr_auc,threshold_holdout_probability_metrics.brier,threshold_holdout_probability_metrics.log_loss,threshold_holdout_classification.threshold,threshold_holdout_classification.tn,threshold_holdout_classification.fp,threshold_holdout_classification.fn,threshold_holdout_classification.tp,threshold_holdout_classification.tss,threshold_holdout_classification.hss,threshold_holdout_classification.precision,threshold_holdout_classification.recall,threshold_holdout_classification.f1
logistic_regression,2.7332301139831543,0.023132347367379614,0.9483205211324134,0.20916472535394437,0.07416858274260109,0.24898904553968532,0.9483205211324134,0.20916472535394437,0.020052314616372437,0.0692598397300463,0.9156975182123145,0.4979651813080132,0.022273440718055277,0.08749249821240253,0.023132347367379614,4292,979,29,144,0.6466366847501269,0.17689181093485304,0.12822796081923418,0.8323699421965318,0.2222222222222222
random_forest,23.832895040512085,0.08272120160111422,0.942656139050971,0.19505001254794388,0.02188411636520337,0.07365981549115312,0.9426561390509709,0.19505001254794388,0.019575973441261222,0.06942256751056748,0.9077776425265083,0.49081084386881857,0.022369501416621976,0.09368546024909337,0.08272120160111422,4913,358,44,129,0.677745938897863,0.3609391982217747,0.2648870636550308,0.7456647398843931,0.39090909090909093
