year,n,positives,prevalence,roc_auc,pr_auc,pr_lift_over_prevalence,brier,log_loss,threshold,tn,fp,fn,tp,tss,hss,precision,recall,f1
2021,5104,126,0.02468652037617555,0.6322947955129554,0.03800310490356848,1.5394273605382025,0.02404958048247878,0.11564480840804107,0.030438695842933242,3945,1033,87,39,0.10201075207101726,0.02189565207869075,0.036380597014925374,0.30952380952380953,0.0651085141903172
2022,9999,119,0.011901190119011902,0.5979918688123023,0.01663487966462963,1.3977492585431233,0.011954505129549526,0.06711617797725872,0.030438695842933242,6479,3401,72,47,0.050727213962508066,0.0034231376289756968,0.013631090487238979,0.3949579831932773,0.026352677319876647
2023,12392,278,0.022433828276307296,0.6745735655160863,0.035629122754553114,1.588187371131015,0.02175685339946773,0.10266352225233837,0.030438695842933242,7293,4821,99,179,0.24591560035775245,0.026448489177864114,0.0358,0.6438848920863309,0.06782872300113679
2024,12553,1316,0.10483549749063968,0.7372442941833767,0.23444630426879465,2.2363255755974007,0.09858767532765447,0.38697432143835564,0.030438695842933242,7385,3852,393,923,0.35857166119417155,0.16598245775957227,0.19329842931937172,0.7013677811550152,0.3030701034312921
2025,9281,512,0.05516646913048163,0.7280856434955525,0.108026067957784,1.958183470148815,0.05421121113844946,0.2703783831656224,0.030438695842933242,8511,258,508,4,-0.02160932689018132,-0.02805990161392155,0.015267175572519083,0.0078125,0.0103359173126615
