audit_model,ablation,fold_id,n_features,train_rows,val_rows,test_rows,train_positives,val_positives,test_positives,selected_threshold,diagnostic_test_best_threshold,diagnostic_test_best_tss,test_roc_auc,test_pr_auc,test_brier,val_threshold,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_tss,val_hss,val_tp,val_tn,val_fp,val_fn,test_threshold,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_tss,test_hss,test_tp,test_tn,test_fp,test_fn
random_forest_balanced_retrained_for_audit,with_history_count,test_2013,91,8240,5442,7113,245,72,265,0.165,0.0925,0.8357967069299947,0.9683736333979898,0.5931488304477722,0.02311398045407378,0.165,0.9193311282616685,0.11850311850311851,0.7916666666666666,0.9210428305400372,0.20614828209764918,0.7127094972067038,0.1874468141551384,57,4946,424,15,0.165,0.9316743989877688,0.33383458646616543,0.8377358490566038,0.9353095794392523,0.4774193548387097,0.7730454284958561,0.448009465656656,222,6405,443,43
random_forest_balanced_retrained_for_audit,with_history_count,test_2014,91,13682,7113,5957,317,265,194,0.08750000000000001,0.0125,0.604463955092118,0.8480915402380274,0.2390146659345615,0.03410342937347613,0.08750000000000001,0.9111486011528188,0.28883774453394706,0.9471698113207547,0.9097546728971962,0.4426807760141093,0.8569244842179509,0.40893124146349547,251,6230,618,14,0.08750000000000001,0.8845056236360584,0.14613180515759314,0.5257731958762887,0.8965816415061599,0.22869955156950672,0.4223548373824486,0.18727696011358724,102,5167,596,92
random_forest_balanced_retrained_for_audit,with_history_count,test_2015,91,20795,5957,5738,582,194,278,0.0175,0.0275,0.750811658365615,0.9345386328299996,0.3672380413408542,0.037647968108170685,0.0175,0.7446701359744838,0.10340705319784818,0.8917525773195877,0.7397188964081207,0.18532404927691484,0.6314714737277085,0.13482790082114318,173,4263,1500,21,0.0175,0.8131753224119902,0.1955521472392638,0.9172661870503597,0.8078754578754579,0.3223767383059418,0.7251416449258175,0.26355679239201907,255,4411,1049,23
random_forest_balanced_retrained_for_audit,without_history_count,test_2013,90,8240,5442,7113,245,72,265,0.19,0.0925,0.8579003923470288,0.9667857851348968,0.5654494581233208,0.02392842545094084,0.19,0.926313855200294,0.12866817155756208,0.7916666666666666,0.9281191806331471,0.22135922330097088,0.7197858472998138,0.20322341080414394,57,4984,386,15,0.19,0.9365949669619007,0.35,0.8188679245283019,0.9411507009345794,0.4903954802259887,0.7600186254628813,0.4623289904054452,217,6445,403,48
random_forest_balanced_retrained_for_audit,without_history_count,test_2014,90,13682,7113,5957,317,265,194,0.13,0.005,0.5179898069984312,0.8363328270821146,0.2419041146668391,0.03349051037965887,0.13,0.9385631941515535,0.37009063444108764,0.9245283018867925,0.939106308411215,0.5285868392664509,0.8636346102980075,0.5020927003210531,245,6431,417,20,0.13,0.9170723518549605,0.1875,0.4639175257731959,0.9323269130661114,0.26706231454005935,0.3962444388393074,0.23141064851500923,90,5373,390,104
random_forest_balanced_retrained_for_audit,without_history_count,test_2015,90,20795,5957,5738,582,194,278,0.01,0.03,0.7787018736659026,0.9446441747700741,0.3751558839765782,0.03818532286354738,0.01,0.6780258519388954,0.08597502401536984,0.9226804123711341,0.6697900399097693,0.15729349736379614,0.5924704522809034,0.1039025228864916,179,3860,1903,15,0.01,0.7715231788079471,0.17289423685877137,0.9820143884892086,0.7608058608058608,0.2940226171243942,0.7428202492950695,0.23063301594613453,273,4154,1306,5
