fold_id,train_rows,val_rows,test_rows,train_positives,val_positives,test_positives,n_sharp_features,history_count_excluded,sanity_run,max_train_rows,max_val_rows,max_test_rows,experiment,model,best_epoch,official_threshold,val_tss_at_selected_threshold,diagnostic_test_best_threshold,diagnostic_test_best_tss,test_threshold,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_tss,test_hss,test_tp,test_tn,test_fp,test_fn,test_roc_auc,test_pr_auc,test_brier
fusion_test_2015,512,256,256,16,13,12,90,True,True,512,256,256,aia_resnet18_sharp24h_intermediate_fusion_cycle24,AiaSharpFusionNet,2,0.56,0.5400443178220957,0.5225,0.6885245901639343,0.56,0.875,0.1875,0.5,0.8934426229508197,0.2727272727272727,0.39344262295081966,0.21951219512195122,6,218,26,6,0.8668032786885246,0.2818224412924681,0.20694077472757638
