source_name,path,exists,size_mb
aia_baseline_manifest_2010_2016,training/final_metadata/baseline_2010_2016_AR_SPECIFIC_manifest.csv,True,24.933533668518066
sharp_curated_2010_2026,training/final_metadata/curated_sharp_suryabench_true96min_48h_AR_SPECIFIC_2010_2026.csv,True,69.14547443389893
aia_master_manifest_2010_2026,training/manifests/aia_master_manifest_2010_2026.csv,True,22.76862335205078
aia_master_manifest_2010_2026_labelled,training/manifests/aia_master_manifest_2010_2026_LABELLED.csv,True,25.739588737487793
